nombre,identificacion,tipo_vivienda
María Eugenia Pedro Quiroz,13043988,apartamento
Alfredo Serafín Galarza Rosales,33138088,otro
Salvador Villaseñor,36910859,finca
Jerónimo Garrido,23321385,apartamento
Reynaldo Quezada,72956428,finca
Carlota Nieto,56674989,aparta estudio
Leonor Diego Ponce Sisneros,22187352,otro
Dr. Gabriela Salinas,70349612,otro
Genaro Miriam Ibarra,59216684,otro
Elsa Virginia Cisneros Cisneros,64430474,apartamento
Silvia Nelly Madera Méndez,68844250,casa
Antonio Vicente Zelaya Santiago,26257253,apartamento
Rebeca Úrsula Canales,31391598,finca
Citlali Nieves,61583620,casa
Patricio Yuridia Abreu,75482715,apartamento
Asunción Sepúlveda,34279106,finca
Sr(a). Gregorio Baeza,14737124,finca
Liliana Espartaco Contreras Salcido,34720286,finca
Felipe María Luisa Lugo Gutiérrez,11102504,otro
Leticia Jaime Rael Márquez,44108435,otro
Enrique Gilberto Aponte Palomo,38741981,finca
Francisco Camilo Feliciano,81623405,aparta estudio
Judith Echeverría Santacruz,48572562,otro
Gonzalo Elias Granados Trujillo,95645758,casa
Ruby Zeferino Parra,59026865,aparta estudio
Vicente Adriana Saucedo,46091317,finca
Lic. Verónica Altamirano,90100073,aparta estudio
Delia Preciado Orozco,79319727,apartamento
Rafaél Becerra Benavides,68254270,casa
Serafín Amalia Ontiveros,63656606,otro
Gilberto González Campos,87936701,casa
Silvano Celia Nevárez,45792150,apartamento
Arturo Aponte,89263398,casa
Cornelio José Carlos Acuña,20780046,otro
María Elena Marisol Nazario Mejía,85836680,aparta estudio
Marisol Verdugo Pineda,62247686,aparta estudio
Ivonne Mota,11147992,casa
Mtro. Aldonza Adame,26707212,otro
Clara Olvera Hernández,86663175,otro
Itzel Mercedes Jimínez,64023462,otro
Yeni Ponce Noriega,84941399,otro
María Cristina Ernesto Ulibarri Tirado,49737371,aparta estudio
Lic. Micaela Garay,86772759,finca
Salvador Ramiro Henríquez Ibarra,92903762,casa
Dr. Mariana del Valle,19390276,casa
Celia Nadia Molina Lebrón,15815684,apartamento
Trinidad Beltrán,75897381,finca
Carlota Gonzalo Gaytán Santiago,47270755,aparta estudio
Dulce María Teresa Montemayor,94416155,aparta estudio
Mtro. Isaac Cruz,15330822,aparta estudio
Ana María Wendolin de la Rosa Rodríquez,92820578,otro
Sr(a). Guillermina Matos,73937429,casa
Ing. Esmeralda Gaitán,63709428,aparta estudio
Trinidad Rodolfo Navarro Badillo,69137721,apartamento
Oswaldo Wendolin Valverde Ruiz,91922382,apartamento
Sr(a). Pedro Montemayor,89486090,otro
Gerardo de Jesús Nieves,62705700,otro
Margarita Estela Sanabria,57551244,otro
Adela Patricio Alarcón Martínez,39155230,otro
Elena Gómez,95344244,finca
Benito Juana Nazario,98445131,apartamento
Rodrigo Antonio Quiñones Linares,96402890,otro
Georgina Antonio Villagómez,71382226,aparta estudio
Wendolin Olga Luna,60539585,aparta estudio
Ing. Raquel Brito,40599582,apartamento
Micaela Estefanía Baca Ureña,97241745,finca
Luis Manuel Humberto Perea Angulo,24259449,apartamento
Socorro Arreola,15111770,finca
Yuridia Octavio de Jesús Partida,36484378,aparta estudio
Ing. Susana Terrazas,77422599,finca
Yeni Bahena,64568037,apartamento
Rodrigo Maldonado,35184539,otro
Ing. Ilse Tórrez,84279150,aparta estudio
Zeferino Mascareñas Acuña,22866599,finca
Lorenzo Adela Sanches,27633964,finca
Sr(a). Paulina Adame,56723373,otro
Sergio Ofelia Garibay Olmos,62673099,casa
Ing. Felix Bañuelos,54047298,aparta estudio
Perla Isabela Guzmán Mateo,60418392,apartamento
Israel Gerardo Duarte,21147579,apartamento
Dr. Pablo Salcido,15953759,otro
Cristian Bahena Ballesteros,67935421,apartamento
Elena Montemayor del Río,14696607,apartamento
Gonzalo Teodoro Ureña de la Rosa,35546737,casa
Amanda Zapata,42762349,casa
Amalia Hilda Cruz Salas,57035345,finca
Miguel Raya,19908271,casa
Zacarías Daniel Tejada Romero,14495015,apartamento
Marcela Valladares Reyna,86992140,finca
Wilfrido Clemente Botello,93199556,otro
Jos Centeno Melgar,64224949,otro
Jacinto Olivia Moreno Cordero,38534649,apartamento
Ing. Rocío Alvarado,99283273,apartamento
Sara Córdova,54932920,apartamento
Uriel Nayeli Sotelo,20891347,finca
Ariadna Zayas,29287656,finca
Dr. Manuel Zaragoza,80512362,finca
Fernando Montes,91563713,apartamento
Amanda Jaime,75275185,aparta estudio
Miguel Samaniego,72359344,casa
Wendolin Reynaldo Orosco Hernández,19663900,aparta estudio
Sr(a). Isaac Farías,25830288,otro
Dr. José Emilio Castro,22128682,aparta estudio
Ing. Esmeralda de la Garza,72928766,aparta estudio
Lic. Mateo Espino,54591472,otro
Abraham Timoteo Vázquez,76804273,casa
Sara Citlali Nazario Escalante,84505852,aparta estudio
Mónica Quintanilla,24066854,otro
Marisela Canales Ávalos,79249558,finca
Dolores Espartaco Nieto Cisneros,58313763,otro
Alonso Barajas Solorzano,69007657,otro
Sonia Espino,52885491,otro
Rocío Rodrigo Castillo,42501342,casa
Sessa Asunción Sanches,70828143,casa
Rosa Jasso Ochoa,44038656,apartamento
Pedro Mónica Ferrer,71697087,apartamento
Dulce María Víctor Garibay,27382896,otro
Espartaco Enríquez Barrios,47332431,apartamento
Ofelia Cecilia Estévez,49924113,otro
Lic. Rebeca Grijalva,97265814,casa
Ing. Abril Ochoa,74851328,casa
Mtro. Luz Matías,68861890,apartamento
Vicente Medrano Villegas,13738148,apartamento
Julio Rascón Salcedo,16167005,casa
Alvaro Sara Díaz Soria,78697703,aparta estudio
Lic. Citlali Salcedo,87391660,finca
Sr(a). Julio Llamas,57743689,casa
Cecilia Esteban Campos Cortez,22068889,otro
Ángel Mora Romo,40116209,finca
Leonor Trinidad de la Fuente,52359277,apartamento
Ramón Luis de la Crúz Zapata,83148322,casa
Jacobo Ruby Niño Abreu,50843618,casa
Lic. Uriel Holguín,18941813,casa
Marisol Medina Ochoa,49488944,otro
María Vargas Castañeda,93505244,otro
Judith Malave,59584161,aparta estudio
Daniela Ariadna Ybarra Molina,92516885,apartamento
Abraham Peña,13374392,otro
Carmen Maximiliano Carranza Saldaña,48070636,casa
Luisa Juan Sepúlveda Rolón,84533288,finca
Alvaro Salma Girón,28946478,finca
Miriam Lorena Aparicio,46325354,apartamento
Modesto Meraz,50213202,aparta estudio
Magdalena Ballesteros,43950902,aparta estudio
Javier Barajas Brito,50367119,casa
Francisca Lorena Esparza Rentería,49040206,casa
Modesto Marisela de Anda,10263415,otro
Gerardo Navarrete,91646135,casa
Esperanza Ocasio Pichardo,19475201,finca
Lilia Reynaldo Serrato Luevano,16935941,casa
Lic. Conchita Rosas,71729958,aparta estudio
Lilia Muñiz,83586181,otro
Celia Domínguez,47068745,otro
Tania Leal,29897072,finca
Dr. Amalia Laureano,77491011,otro
Sessa Carmen Barela,88703058,finca
Víctor Irene Olivera,99274452,apartamento
Óscar Delgadillo,31266657,casa
Julio Zaragoza,60691922,aparta estudio
Mtro. Dulce María Alcala,92199712,casa
Sr(a). Adán Gaytán,16903099,otro
Elvia Luis Manuel Borrego,72041179,finca
Amalia Olivas Barragán,58541468,apartamento
Rufino Tamayo,75865083,otro
Rolando Bustamante Benavídez,56379321,casa
Blanca Quiñones Anguiano,94206131,otro
Dr. Cristobal Grijalva,37073481,finca
Patricia Gabriel Iglesias,16215586,finca
Raúl Jorge Luis Castro Castellanos,41391419,casa
Pamela Gerónimo Gonzales,39777999,otro
Mtro. Leticia Verdugo,26591209,otro
Francisco Villa,10647946,casa
Paola del Río Urrutia,99941912,apartamento
Gregorio Vera,23229757,aparta estudio
Estela Juan Carlos Tamayo,85982329,aparta estudio
Sr(a). David Crespo,52203648,finca
Vicente Paz,50117177,finca
Ana María de la Rosa Quiroz,65667947,finca
José Eduardo Medrano Cantú,93749496,finca
Alicia Garay Luevano,72465059,otro
Ing. Marisol Sandoval,56907522,otro
Bernardo Molina Rivas,12544848,otro
Rodrigo Vera,71885545,otro
Pedro Niño,91317172,apartamento
Minerva Calvillo Tejeda,99710115,otro
Pilar Abel Batista Morales,58030107,casa
Abril Gonzalo Gaytán,80693100,otro
Liliana Jos Heredia Soliz,86740743,apartamento
Marisol Ocasio,57847663,casa
Sandra Rosales Segovia,58692802,otro
Ing. Blanca Burgos,19190455,casa
Ramón Alva,49910471,casa
Arcelia Uriel Limón,92214701,otro
Judith Borrego Serrato,66318551,apartamento
Alfredo Rebeca Rosado,45014241,apartamento
Cristian Zelaya Bermúdez,15473485,casa
Flavio Mireles Serna,75127341,apartamento
Laura Sandoval Rico,97210541,apartamento
Cristian Razo Franco,82864053,otro
Catalina Elisa Burgos,70015051,apartamento
Rolando Josefina Luevano,89485664,aparta estudio
Nicolás Barela Urías,82405142,apartamento
Arcelia Rodarte,15204912,finca
José Carlos Rafaél Casillas,95911601,apartamento
Martín Maximiliano Juárez,27914484,otro
Mtro. Alvaro de Jesús,15077195,casa
Gregorio Julio Godoy,48467268,casa
Dr. Cornelio Mesa,60802233,finca
Rebeca Bustamante,57090919,casa
Eric Abreu Orosco,94528577,apartamento
Marisela Alonso Vigil Robledo,95567439,otro
Natividad Evelio Zarate Jasso,84332975,casa
Rolando Toledo Cortez,67267874,finca
Elena Nayeli Marroquín Olmos,18784699,otro
Pascual Quezada,61996162,finca
Norma Farías Cepeda,64745454,aparta estudio
Patricia Vanegas,30703825,casa
Victoria Fabiola Limón,45230994,casa
Ing. José María Delgadillo,88106300,finca
Sandra Cordero,73028643,aparta estudio
Mtro. Jacinto Sáenz,17341727,casa
Mtro. Benito Gálvez,73771593,otro
Dr. María Elena Rubio,41216220,casa
Ariadna Griego Ureña,15825272,otro
David Arredondo Ceballos,40903639,finca
José Emilio Fuentes Escobar,52556918,aparta estudio
Augusto Santiago,17275166,otro
Mtro. Abigail Cardenas,22023184,otro
Ing. Ramiro Colón,36654028,casa
Zeferino Carolina Terrazas Solís,29596699,finca
Lorena Noriega Ramos,38942749,aparta estudio
Angélica Guillermo Puente,33903393,otro
Lic. Adán Feliciano,39999261,apartamento
Jerónimo Yeni Gamez,25446000,otro
Mtro. Minerva Loya,99732844,apartamento
Ariadna Montero,13599057,otro
Juana Sessa Vélez,91049224,aparta estudio
Diego Casárez Malave,93312340,otro
Mateo Paulina Elizondo,51017164,finca
Sr(a). José María Cordero,94235572,casa
Francisco Salcedo Menchaca,54409002,otro
Alfredo Augusto Cruz Zavala,70456823,aparta estudio
Julia Vanesa Roque,51872207,apartamento
Amador Carlota Duarte Cuellar,88279899,aparta estudio
Miriam Citlali Sanabria Cintrón,74161149,casa
Marisela Garza,66287095,apartamento
Rubén Manzanares Valdés,91659282,finca
Amanda Catalina Arteaga Mata,63712864,aparta estudio
Alfredo Silvano Padilla,27262687,finca
Alejandra Augusto Macías González,79973119,finca
Cristina María del Carmen Valdez Méndez,75422648,casa
Mtro. Abelardo Caldera,73154568,aparta estudio
Reynaldo Perla Lemus,75038712,aparta estudio
Ing. Hernán Terán,94668880,otro
Fabiola María Eugenia Girón,19208015,aparta estudio
Ing. Gabino de la O,22206600,aparta estudio
Dr. Yolanda Tafoya,17471662,apartamento
Octavio Cristobal Fonseca Cervantes,43749263,aparta estudio
Bernardo Cristina Escobar Badillo,76013943,aparta estudio
Violeta Elvira Quintero,37124079,aparta estudio
Ana Luisa Sarabia Apodaca,26463375,apartamento
Estela Martín Olivares Leiva,21555699,aparta estudio
Fidel Hernán Montañez,94899839,aparta estudio
Sr(a). Estefanía Ortiz,28944294,casa
Gerónimo Modesto Vélez,33126451,otro
Miguel Ángel Jaimes,10007869,casa
Micaela Armendáriz,34611489,finca
Mtro. Jaqueline Morales,39160397,otro
Oswaldo Saucedo Armenta,24055987,casa
Marcos Covarrubias,35095615,otro
Ing. Jacinto Rivera,30812954,apartamento
Berta Perla Nava Esquivel,23859768,apartamento
Arturo Saavedra,58074573,casa
Paola Trujillo,95701346,apartamento
Cecilia Ulloa Valverde,38995542,finca
Vicente José Manuél Roldán Báez,13474796,casa
Sr(a). Pablo Acevedo,16714509,otro
Lic. Marcela Carrera,99255238,aparta estudio
Alvaro Guevara,83282848,casa
Bernabé Emilio Ramos,82940578,apartamento
Helena Ángela Abrego Ruelas,20355776,apartamento
Espartaco José Eduardo Bañuelos,14275823,aparta estudio
Violeta Dalia Alvarado,93681779,apartamento
Sandra Tamayo Carranza,72710312,casa
Benito Eugenio Guerrero,63163913,aparta estudio
Bernardo Samaniego Tamez,38293655,apartamento
Silvia Pineda de la Torre,69820502,otro
Arcelia Esther Mateo Luevano,81003073,apartamento
Mariano Margarita Ortega Vélez,91385907,otro
Cornelio Eloy Robles Narváez,67256312,finca
Graciela Baca Pichardo,48727179,finca
María Cristina Benito Menchaca Godínez,55014171,aparta estudio
Eloy Alonso Quiroz,67184862,aparta estudio
Elvira Maximiliano Zamudio Delgado,29844230,casa
Ing. Marco Antonio Durán,17957361,casa
Pilar Suárez Gastélum,65544537,otro
Teodoro Vanegas,22252328,finca
Mario Lerma Botello,96852794,finca
Soledad Armando Suárez Salinas,81424608,aparta estudio
Ing. Marcela Galván,68511684,apartamento
Marcos Rosario Gallardo Baca,74663658,casa
Rolando Karina Rubio,74849352,casa
María Teresa Cavazos,98259874,otro
Perla Marisol Bermúdez,31225317,casa
Dr. Amanda Cortés,55609515,casa
Karla Loera Mata,77012093,otro
Nelly Gloria Gollum,15591919,otro
Amalia Claudio Tejeda,87547915,casa
Lic. Maximiliano Olmos,77228927,casa
Elena Bianca Páez Villa,81171696,apartamento
Florencia Roque González,46156538,casa
Rufino Razo Carmona,87499690,otro
Abel Paulina Alva Baeza,30935073,casa
Ing. Fidel Escalante,24474995,finca
Armando Jorge Limón Gil,50761813,otro
Lic. Rubén Rivera,37856364,casa
Raúl Reyna,36032083,otro
Reina de la Garza,46247241,otro
Marcela Renato Serna,82344491,finca
Lic. Omar Santillán,99127839,finca
Wilfrido Gregorio Toro Marín,86724497,casa
Omar Cristobal Urbina,43297754,apartamento
Eloisa Jaramillo Olvera,77525464,aparta estudio
Beatriz Uriel Verduzco Mora,56963140,casa
Mtro. Jesús Holguín,74691631,casa
Pascual Zúñiga,91874526,finca
Aurelio Modesto Santana,27286400,casa
Yeni Arevalo,62116205,aparta estudio
Adalberto Verónica Robles,78827683,otro
Lic. Ana Trujillo,49163584,aparta estudio
María José Flórez,56753426,apartamento
Reina Soto Delgadillo,64721263,otro
Dr. Vicente Brito,87681334,casa
Sr(a). Nadia Barraza,53966417,aparta estudio
Dr. Mayte Rosario,17638318,casa
Mtro. Yuridia Acuña,89785112,otro
Lucía Hernandes,31687648,aparta estudio
Ramón Salma Zedillo,89052079,aparta estudio
Espartaco Rufino Flórez Orozco,21249914,apartamento
Sofía Aparicio Osorio,67918617,aparta estudio
Frida Ernesto Valenzuela Quesada,76299557,otro
Gerardo Molina Carreón,80638921,casa
Marco Antonio Herrera Maestas,96240751,finca
Sr(a). Amelia Mireles,59791010,apartamento
Joaquín Ricardo Colunga Vergara,48391512,otro
Clara Iglesias,55842752,otro
Judith Angulo,43014322,casa
Alberto Óliver Roybal Rosales,79400914,otro
Cristian Robledo Reyna,47966207,finca
Esther Estefanía Curiel Muñoz,44016648,aparta estudio
Elvia Yeni Márquez,54442986,finca
Jos Enrique Velasco,99067211,casa
Sr(a). Sandra Paredes,23062961,aparta estudio
Dr. Roberto Matías,78514906,finca
Dr. Estela Terrazas,66704873,finca
Luz Violeta Ceballos,13199935,apartamento
Zacarías Mondragón Laboy,81193604,otro
Celia Jáquez Santiago,39321218,finca
Leticia Blanca Avilés Véliz,18928433,finca
Josefina Lerma,57980425,finca
Ariadna Chapa Sánchez,14320545,finca
Fernando Yolanda Valadez,30155947,casa
Augusto Gonzales Luna,70796118,finca
Lorenzo Amador Gutiérrez Valles,61208887,casa
Dr. José Carlos Ceja,62858645,aparta estudio
Magdalena Antonio Mares Parra,18412202,otro
Héctor Nazario,89690764,finca
Amalia Rodarte,37641993,otro
Ana María Magaña,88544368,aparta estudio
Estela de la Fuente Ocasio,69781090,finca
Sergio Reynoso,56931899,finca
Wilfrido Concepción,55163001,aparta estudio
Dr. Lorena Véliz,76948024,aparta estudio
Mtro. Alvaro Carrasco,52449598,casa
Fabiola Magaña,58862984,finca
Adela José Marín,10185048,finca
Lilia Mariano Navarrete Gil,91511200,otro
Leonor Irene Valladares de León,93467267,aparta estudio
Sr(a). Mario Delgado,79409900,aparta estudio
Francisco Javier Rosado Cortez,53780544,casa
Agustín Micaela Miramontes,44830484,otro
Marisol Camarillo Chavarría,54440685,casa
María José Angélica de la O,54261358,otro
Celia Lemus Serna,74580192,otro
José Carlos Saucedo,31083960,apartamento
Dr. Helena Tamayo,50455374,aparta estudio
Jerónimo Oswaldo Arriaga Curiel,30844877,aparta estudio
Guillermina Benjamín Téllez,94588899,aparta estudio
Sr(a). Ivonne Alba,79997644,finca
Cynthia Lozada,30489571,otro
Ing. Samuel Corona,52938626,apartamento
Dulce María Sierra,14905664,aparta estudio
Lic. Eduardo Flores,74780856,casa
Salvador Antonia Gallardo,20880496,otro
Mtro. Juana Solorio,49095087,otro
Ing. Benito Guerrero,65981751,finca
Sr(a). Noemí Fuentes,83003928,otro
Mtro. Norma Bonilla,59650959,aparta estudio
Zoé Aurora Burgos,89439630,aparta estudio
Aurora Judith Laureano Torres,58369232,finca
Celia Leonor Montañez,30351401,casa
Celia Concepción Valenzuela Urías,43448466,apartamento
Ofelia Agustín Barrera Zamudio,55416628,finca
Elvia Vélez Caraballo,19276067,apartamento
Dolores Gabriel Griego,37205881,casa
Georgina Barrios Franco,13513875,casa
Arcelia Angulo,51768847,finca
Vicente Vera Matías,86715412,apartamento
Dr. Noelia Villegas,85815474,aparta estudio
Gregorio Yeni Gamboa Cotto,72968060,apartamento
Mayte Zeferino Carrión Ordóñez,41660062,otro
Enrique Vázquez,44538427,aparta estudio
Lic. Fidel Mascareñas,57769806,otro
Augusto Cotto,43694459,aparta estudio
Espartaco Salas,42562407,apartamento
Dr. Ivonne Solís,10315185,aparta estudio
Ing. Bernardo Almaraz,45396744,otro
Francisco Javier Villegas Beltrán,53669936,finca
Rolando Reyna,65457699,otro
Francisca de la Crúz,78604975,aparta estudio
Aurora Salcido,64333907,casa
Guillermina Razo,80969873,otro
Darío Carreón,90604052,finca
Mayte Leonardo Valentín,81311020,otro
Magdalena Mascareñas,89979821,otro
Eva Soto Amador,80620802,finca
Soledad Garza Rico,62382781,aparta estudio
Cynthia Elsa Granado,93262863,otro
Jacinto Armas Cepeda,66355524,otro
Adán Sergio Escalante,69514656,aparta estudio
Dalia Cristian Batista Sierra,93915294,casa
José Luis Manuel Valles,21306864,finca
Luz Ramiro de la Crúz,53586441,apartamento
Abel Rosa Rael Quintero,26794390,otro
Mauricio Casas Arriaga,46528436,casa
Ing. Zoé Perea,51470297,otro
Amanda Antonia Jimínez Rentería,18118430,aparta estudio
Claudia Sara Farías,10734717,casa
Lic. Rodolfo Laureano,11735506,otro
Roberto Almaraz Quiñónez,45192435,finca
Judith Valle Rentería,15930229,otro
Karla Villareal,78553674,aparta estudio
Miguel Ángel Arenas,20250776,otro
Alicia Gerónimo Herrera,85708319,aparta estudio
Beatriz Zacarías Gutiérrez Olivárez,37497412,apartamento
Lorena Valentín,94392583,otro
Nayeli Escobedo,79640116,aparta estudio
Gerónimo Lucero Espinosa,13048086,casa
Sr(a). Pascual Burgos,54591835,casa
Lorena Calvillo Almonte,51196614,otro
Lourdes Jos Arguello Treviño,25313904,casa
Hernán Tomás Salas,78177366,casa
Silvano Dulce Alvarado Alonzo,24922584,apartamento
Salma Manuel Rico Soto,36026814,finca
Lic. Humberto Ledesma,45797907,finca
Sandra Vigil,37807365,apartamento
Mtro. Daniela Amador,46216385,aparta estudio
Ana María Oquendo,95250109,otro
Araceli Salvador Caraballo,71844988,finca
Enrique Cardona,96328172,aparta estudio
José Luis Contreras,27206487,aparta estudio
Rodolfo Alma de la O Vanegas,79958197,finca
Sr(a). Araceli Mireles,55512841,finca
Virginia Jesús Olmos Nevárez,78772580,otro
Mitzy Molina,18160068,finca
Ruby Mireles,55687752,finca
Mtro. Barbara Magaña,87086383,casa
Víctor Laureano,60577607,aparta estudio
