nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal,identificacion,tipo_vivienda
Ing. Leonel de la O,67,desempleado,casado,primaria,no,no,907543,no,si,celular,mar,26,718,321,fracaso,ninguno,70855883,casa
Mtro. Jos Laureano,77,desempleado,casado,primaria,si,si,580412,si,no,celular,may,31,790,781,fracaso,si,11527974,finca
Espartaco Claudio Lemus,68,otro,soltero,doctorado,si,si,701515,si,si,otro,mar,8,181,206,exitoso,si,81581874,finca
Sr(a). Pilar García,84,admin,casado,primaria,no,no,746000,si,si,telefono fijo,abr,16,747,177,fracaso,ninguno,94124957,casa
Óliver Leyva Olivares,34,admin,casado,otro,si,si,913232,si,si,telefono fijo,sep,14,293,926,inexistente,si,32659085,otro
Ing. Antonia Tamayo,80,estudiante,soltero,primaria,si,no,218617,no,si,telefono fijo,ene,23,38,866,exitoso,si,65321497,casa
María Eugenia Garza Cornejo,43,otro,divorciado,posgrado,no,no,659671,si,no,otro,sep,7,294,128,inexistente,ninguno,14097710,finca
Abelardo Ana María Rolón,53,independiente,casado,posgrado,si,si,315831,no,si,otro,jul,9,188,145,inexistente,no,54753598,apartamento
Ricardo Barreto Centeno,57,admin,soltero,ninguno,no,no,948826,no,no,celular,abr,27,828,455,otro,si,50607790,aparta estudio
Oswaldo Pascual Ortega,60,otro,soltero,otro,si,no,320153,no,no,telefono fijo,nov,1,485,809,fracaso,no,36106751,aparta estudio
Catalina Rojas,51,emprendedor,soltero,tecnica,no,no,572494,no,si,otro,ene,12,779,179,otro,si,54789356,aparta estudio
Israel Curiel Olivo,53,otro,divorciado,universitaria,no,si,840878,si,si,otro,nov,3,625,973,fracaso,ninguno,79684213,apartamento
Dr. Leonardo Garay,30,desconocido,divorciado,secundaria,si,no,62403,si,no,telefono fijo,oct,9,683,852,exitoso,si,94470021,otro
Wendolin Meraz Carbajal,24,admin,divorciado,posgrado,no,si,627534,no,si,otro,nov,26,526,645,otro,no,73529021,apartamento
Arcelia Robledo Roybal,51,independiente,viudo,primaria,no,si,111491,no,si,celular,sep,16,189,230,fracaso,ninguno,95132146,apartamento
Jonás Barrera Godínez,31,obrero,viudo,doctorado,si,si,329003,no,si,telefono fijo,ago,9,165,402,inexistente,si,31237834,casa
Martha Estrada,58,emprendedor,soltero,tecnica,si,no,684958,si,si,otro,jul,17,642,746,exitoso,ninguno,52940213,apartamento
Mtro. Elvira Luevano,51,estudiante,casado,ninguno,no,si,585472,si,no,otro,ene,14,612,722,otro,no,21796677,casa
Abelardo Valle,21,otro,divorciado,ninguno,no,no,312617,si,no,celular,sep,19,865,566,inexistente,ninguno,81420861,apartamento
Sr(a). Cristobal Rendón,19,servicios,soltero,primaria,si,no,739080,si,si,telefono fijo,feb,11,255,114,inexistente,si,95541638,apartamento
Vicente Berta Camarillo,64,técnico,viudo,maestria,si,no,498257,si,no,otro,nov,2,64,899,exitoso,no,81399663,apartamento
Alfredo Aguilar,32,otro,casado,tecnica,no,no,834095,si,si,telefono fijo,abr,22,436,149,otro,no,48191512,apartamento
Verónica Abraham Madrid Narváez,51,jubilado,soltero,ninguno,no,no,597528,no,si,celular,dic,10,720,899,otro,si,11421991,casa
Sr(a). Javier Roldán,67,desconocido,casado,tecnica,no,si,299820,no,si,celular,jul,30,163,758,inexistente,no,65466943,aparta estudio
Sr(a). Eduardo López,41,emprendedor,viudo,secundaria,no,no,552814,no,si,telefono fijo,may,18,759,248,,ninguno,60296290,apartamento
Virginia Márquez Negrete,55,desempleado,casado,posgrado,si,no,712574,si,si,telefono fijo,ago,16,998,291,exitoso,si,30951602,apartamento
Enrique Marrero,46,estudiante,divorciado,otro,si,no,476395,no,si,celular,feb,10,550,732,fracaso,si,48493101,otro
Julio Montero,55,otro,divorciado,universitaria,si,no,989742,no,no,telefono fijo,dic,29,632,483,inexistente,si,47433763,aparta estudio
Dulce María Gabriel Hidalgo Candelaria,31,servicios,divorciado,primaria,si,no,20442,no,no,celular,sep,13,905,515,inexistente,si,12100403,apartamento
Miguel Ángel Mata,56,servicios,divorciado,posgrado,si,no,461925,si,si,celular,ago,21,524,606,fracaso,no,61282627,casa
Delia Guillermina Lerma Anaya,79,desempleado,divorciado,ninguno,si,si,863039,no,si,celular,ene,16,803,268,exitoso,ninguno,92665100,apartamento
Abril Amalia Saldaña Rocha,43,obrero,viudo,tecnologia,no,si,394022,si,si,telefono fijo,ene,31,733,720,exitoso,si,35299229,otro
Rolando Madrid,57,admin,casado,secundaria,si,si,911844,no,si,telefono fijo,ago,28,129,277,otro,no,84480506,otro
Esther Suárez,44,admin,viudo,maestria,no,no,847702,no,si,celular,jun,26,60,548,fracaso,si,14648240,apartamento
Isabel Alfonso Pacheco Escamilla,37,emprendedor,viudo,posgrado,si,no,145006,no,no,celular,jun,25,26,893,exitoso,ninguno,52296129,apartamento
Carmen Barrera Sotelo,72,estudiante,divorciado,doctorado,si,no,144936,si,no,celular,ene,27,737,390,inexistente,si,82460976,apartamento
Antonio José Luis Alarcón,25,otro,viudo,tecnica,no,no,289555,no,si,otro,dic,20,782,601,inexistente,no,51998319,aparta estudio
Joaquín Alcaraz,49,emprendedor,viudo,otro,no,si,134426,no,si,telefono fijo,jul,4,575,993,inexistente,ninguno,95435612,otro
Mtro. Dalia Ruelas,59,emprendedor,casado,secundaria,no,no,150919,si,si,otro,ene,16,307,973,exitoso,no,72477671,otro
Jorge Luis Farías,58,desempleado,viudo,universitaria,si,no,694484,no,no,telefono fijo,dic,26,186,710,otro,ninguno,12963005,finca
Angélica Cecilia Valencia Rangel,30,emprendedor,casado,universitaria,si,no,310671,si,no,telefono fijo,feb,8,174,810,exitoso,ninguno,27738236,apartamento
Elena Alfonso Alcala,82,emprendedor,soltero,tecnica,no,no,842502,no,si,celular,dic,31,343,956,otro,no,27991427,casa
Jacinto Manzanares,19,obrero,divorciado,doctorado,si,no,218514,si,no,telefono fijo,may,16,868,152,fracaso,si,19420694,finca
Bruno Fuentes Preciado,52,obrero,soltero,universitaria,si,no,20756,si,si,otro,mar,12,398,496,fracaso,si,64231909,casa
Dr. Amalia Cortés,65,estudiante,viudo,universitaria,si,no,752414,no,si,otro,oct,30,501,645,otro,no,27788470,otro
Florencia Sepúlveda,80,independiente,viudo,ninguno,si,no,458599,si,no,celular,ene,13,56,426,fracaso,si,48424744,apartamento
Dr. Jorge Luis Fuentes,57,servicios,viudo,doctorado,no,si,282695,no,no,telefono fijo,jul,9,79,921,otro,si,10214144,casa
Lic. Javier Burgos,46,desconocido,divorciado,maestria,no,no,897726,si,si,telefono fijo,abr,1,957,822,otro,ninguno,30566520,apartamento
Ing. Sergio Portillo,90,servicios,viudo,tecnica,si,no,873638,no,si,otro,oct,2,666,600,inexistente,no,24620523,otro
Victoria Carlos Blanco Mireles,77,emprendedor,viudo,universitaria,si,si,678778,no,no,celular,dic,14,191,939,exitoso,ninguno,10149591,apartamento
Patricia Eloisa Zúñiga Quintana,45,desempleado,viudo,ninguno,no,no,149611,si,no,celular,oct,19,427,662,inexistente,ninguno,27444827,otro
José Eduardo Amalia Nava García,66,gerente,viudo,ninguno,si,si,100799,si,no,celular,ene,25,932,447,inexistente,si,32988205,aparta estudio
Lic. Maximiliano Garica,58,técnico,divorciado,tecnica,no,no,912786,no,si,telefono fijo,jul,7,744,559,otro,no,40357107,casa
Agustín Abelardo Amaya Escobar,83,independiente,casado,otro,si,no,354802,si,no,telefono fijo,ene,22,780,153,fracaso,si,85123745,casa
Sr(a). Lilia Jaimes,64,estudiante,soltero,ninguno,no,si,124221,si,no,otro,nov,18,712,841,exitoso,si,72156803,apartamento
Cecilia Serna Arce,54,jubilado,viudo,doctorado,si,no,286305,no,no,otro,dic,13,257,585,,ninguno,41863799,casa
Cristian Augusto Rodarte Huerta,56,admin,viudo,primaria,si,si,152753,no,si,telefono fijo,jun,19,764,381,fracaso,ninguno,22047465,finca
Dr. Raúl Echeverría,65,independiente,viudo,doctorado,si,no,930558,si,no,telefono fijo,jul,29,658,510,inexistente,si,19106710,otro
Lic. Diana Arevalo,33,emprendedor,viudo,primaria,si,no,92657,si,si,celular,dic,8,547,750,exitoso,no,58072812,aparta estudio
Sr(a). Olivia Zambrano,47,desempleado,soltero,tecnica,no,si,298788,si,si,celular,abr,12,336,685,otro,no,80548274,aparta estudio
Samuel Velázquez Navarro,76,estudiante,divorciado,secundaria,no,si,828340,si,si,otro,feb,25,699,87,otro,si,81855761,otro
Elias Omar Herrera,54,desconocido,soltero,doctorado,si,no,984744,si,no,telefono fijo,nov,21,33,98,fracaso,si,79439809,finca
Benjamín Ramiro Murillo,51,servicios,soltero,primaria,no,no,781304,si,si,celular,sep,21,358,74,otro,no,91645794,finca
Dr. Ricardo Amaya,64,servicios,casado,universitaria,no,si,834734,no,no,otro,ago,30,388,907,otro,no,18874496,otro
Amalia Cardona Pelayo,54,independiente,viudo,tecnologia,no,si,760792,no,si,telefono fijo,abr,9,107,472,fracaso,ninguno,12449426,otro
Sergio Benito Valles Nava,42,gerente,soltero,otro,no,si,9640,no,si,otro,abr,25,140,451,otro,no,27644124,casa
Anel de la O,42,técnico,soltero,ninguno,si,si,351819,si,si,telefono fijo,mar,9,140,975,otro,no,39249653,otro
Rubén Miguel Alonso,66,técnico,viudo,ninguno,no,si,784144,si,no,otro,oct,29,30,994,otro,si,25507965,otro
Gabriela Noelia Olivares Ferrer,74,desempleado,soltero,primaria,no,si,652308,no,si,telefono fijo,sep,14,164,597,inexistente,ninguno,95642206,finca
Dr. Oswaldo Cornejo,29,estudiante,soltero,tecnica,si,no,756815,no,no,otro,abr,24,230,557,inexistente,si,10232409,finca
Homero Camacho Salgado,78,admin,casado,doctorado,no,no,439623,no,si,telefono fijo,jul,10,342,92,otro,no,51818283,otro
Renato Arredondo López,55,desconocido,casado,secundaria,no,si,959072,no,si,telefono fijo,mar,8,5,574,otro,si,20633810,casa
Óliver Francisco Javier Gurule Lovato,84,técnico,soltero,ninguno,si,no,993066,si,no,telefono fijo,jul,25,787,42,otro,ninguno,65058635,apartamento
Graciela Barrientos Cruz,83,estudiante,casado,otro,si,si,368523,no,no,celular,mar,15,560,280,otro,si,62151433,otro
Gabriela Candelaria Almonte,53,gerente,soltero,primaria,si,no,344819,no,si,telefono fijo,sep,7,908,229,fracaso,ninguno,28823451,aparta estudio
Victoria Esquivel,19,técnico,divorciado,tecnica,no,no,549312,no,si,otro,oct,9,373,895,exitoso,si,50057419,apartamento
Zeferino Berríos,72,desconocido,divorciado,doctorado,si,si,251690,no,si,celular,feb,26,251,281,inexistente,ninguno,96200558,apartamento
Hugo Bueno,50,obrero,viudo,posgrado,no,no,643600,si,no,celular,jul,21,834,944,exitoso,ninguno,85390644,aparta estudio
José Emilio Arguello Laboy,65,emprendedor,soltero,universitaria,si,no,176421,si,si,celular,may,28,851,186,inexistente,si,55620476,casa
Olivia Grijalva,45,jubilado,soltero,ninguno,si,si,89706,si,no,telefono fijo,dic,14,471,46,inexistente,si,12018303,otro
Reynaldo Lebrón Rodrígez,71,gerente,soltero,secundaria,no,si,421740,si,si,celular,mar,3,316,836,fracaso,no,91621143,finca
Sr(a). Margarita Ruelas,26,independiente,casado,tecnica,no,no,70512,si,si,otro,feb,6,445,540,otro,ninguno,11050976,finca
Clemente Bonilla Casares,18,servicios,casado,doctorado,si,si,813718,si,no,telefono fijo,abr,15,763,306,inexistente,ninguno,28678277,aparta estudio
Bernardo Mercado Alvarez,67,admin,soltero,doctorado,si,si,7522,no,si,celular,oct,27,241,223,inexistente,ninguno,57733547,aparta estudio
Elvia Miguel Reyna,29,desconocido,casado,tecnica,si,no,363570,no,si,telefono fijo,mar,1,105,454,otro,no,10312643,aparta estudio
René Ivonne Patiño,67,desconocido,soltero,doctorado,no,no,408512,si,si,celular,ago,7,467,456,fracaso,no,82654885,aparta estudio
Mtro. Jaime Gil,55,servicios,divorciado,tecnica,si,no,518727,si,si,telefono fijo,feb,14,830,28,otro,no,37923938,apartamento
Mtro. Aida Ceja,36,técnico,casado,maestria,si,no,825156,si,no,otro,ago,10,642,620,fracaso,no,70520947,casa
Marisol Zelaya,51,servicios,soltero,doctorado,si,si,158526,si,si,celular,dic,13,613,514,exitoso,no,80521854,finca
Marisol Zelaya,51,servicios,soltero,doctorado,si,si,158526,si,si,celular,dic,13,613,514,exitoso,no,59299699,apartamento
Liliana Citlali Peralta,82,admin,divorciado,doctorado,no,no,371751,no,si,otro,feb,23,245,404,fracaso,si,38375049,otro
Lic. Marisol Orta,47,servicios,divorciado,secundaria,no,no,553202,si,si,celular,jul,11,528,354,inexistente,no,65110610,otro
Lucas Aponte Arguello,66,estudiante,casado,doctorado,no,si,640210,no,no,otro,feb,16,974,552,fracaso,no,69643140,casa
Conchita Isabela Razo,27,técnico,divorciado,doctorado,no,si,234788,si,no,otro,oct,7,965,180,otro,ninguno,78322762,otro
Anabel Lomeli Cuellar,60,otro,viudo,ninguno,si,no,173709,no,si,celular,jul,16,999,777,exitoso,si,11995024,otro
Trinidad Abraham Estrada Villanueva,20,servicios,divorciado,otro,no,si,453743,si,si,otro,jun,15,166,428,exitoso,si,31036903,aparta estudio
Lic. Claudia Ocampo,40,desempleado,soltero,universitaria,si,si,735607,si,no,otro,feb,9,130,1000,fracaso,si,37016542,otro
Ing. Fernando Tórrez,21,admin,viudo,otro,no,no,795866,no,si,celular,jul,17,20,992,fracaso,no,31461171,otro
Víctor Antonio Ortiz Tamayo,69,admin,casado,ninguno,si,no,19625,no,si,celular,oct,27,921,627,fracaso,no,94005867,casa
Alvaro Leiva,50,otro,divorciado,primaria,si,no,886196,si,no,telefono fijo,feb,20,703,814,fracaso,no,47513123,aparta estudio
Pascual Verónica Meza Montoya,44,otro,divorciado,otro,no,si,804190,no,si,otro,abr,7,157,579,fracaso,ninguno,14127207,otro
Jacinto Murillo Castillo,63,técnico,soltero,ninguno,no,si,995554,si,si,otro,jul,3,550,808,otro,ninguno,29483693,casa
Leticia Tania Barrios Zavala,51,obrero,viudo,tecnologia,si,no,976756,no,no,otro,jul,29,742,721,exitoso,no,97887390,apartamento
María Eugenia Mariana Zambrano Zarate,46,servicios,soltero,universitaria,si,no,555367,no,si,telefono fijo,ene,16,148,654,,ninguno,22499266,aparta estudio
Tomás Jaime Almonte,66,independiente,viudo,secundaria,si,si,162160,no,si,telefono fijo,dic,21,534,116,exitoso,ninguno,43884448,finca
Adalberto Niño,50,estudiante,viudo,doctorado,no,no,690060,si,si,otro,feb,27,145,996,otro,no,25927196,otro
Amador Aida Escobedo,50,independiente,soltero,universitaria,si,no,788039,si,no,otro,feb,17,186,913,fracaso,no,58626389,aparta estudio
Felix Antonio Cadena Terrazas,85,servicios,casado,universitaria,no,si,900091,si,no,otro,jun,7,245,386,exitoso,no,81237589,casa
Ing. Mayte Sánchez,31,desconocido,soltero,tecnica,si,si,886811,no,no,telefono fijo,ene,11,34,860,otro,si,80140424,otro
Jacinto Véliz Corona,41,desconocido,viudo,ninguno,si,si,193726,si,no,otro,nov,26,563,860,otro,si,12343673,casa
Rodrigo Brito,23,desempleado,casado,ninguno,si,no,959392,si,si,telefono fijo,feb,31,133,608,fracaso,no,12785022,casa
Dr. Renato Carbajal,90,técnico,casado,maestria,no,no,390285,no,si,celular,ene,1,779,667,inexistente,ninguno,89417279,otro
Nancy Wilfrido Guevara Calderón,29,emprendedor,casado,otro,si,no,358720,si,no,celular,abr,15,395,914,fracaso,si,99539680,otro
Gilberto Mayorga,37,estudiante,soltero,tecnologia,si,si,861287,no,si,celular,jul,10,323,853,otro,si,73998301,finca
Susana Cervántez,62,obrero,casado,secundaria,si,no,675732,no,no,celular,ene,16,559,117,fracaso,ninguno,48544046,otro
Lourdes Vicente Tamayo,72,desconocido,casado,ninguno,no,no,792341,si,si,otro,ene,10,299,950,otro,ninguno,62162175,otro
Mtro. Alejandra Mascareñas,56,jubilado,viudo,primaria,no,si,83839,no,si,telefono fijo,mar,12,126,215,fracaso,ninguno,11388216,otro
Emilia Castellanos,31,obrero,casado,otro,no,si,696688,si,no,celular,ene,29,597,434,inexistente,ninguno,35158272,otro
Sr(a). Ángela Patiño,40,estudiante,casado,primaria,si,no,194017,si,no,telefono fijo,abr,23,612,988,exitoso,ninguno,79915364,finca
Helena Nancy Espinoza,24,servicios,casado,ninguno,no,si,981995,si,no,celular,mar,19,428,951,exitoso,si,31088742,aparta estudio
Gloria Timoteo Casares,80,desempleado,viudo,ninguno,si,si,917428,no,si,telefono fijo,nov,15,196,136,exitoso,ninguno,83414914,casa
José Emilio Amanda Gamez,73,desempleado,viudo,doctorado,no,si,783210,no,si,telefono fijo,may,6,578,143,exitoso,si,49049337,apartamento
Amelia Acevedo,45,gerente,casado,universitaria,no,si,162108,no,no,otro,oct,28,419,624,otro,no,25778930,finca
Lic. Silvano Coronado,76,otro,soltero,otro,no,no,311818,no,no,otro,mar,30,627,275,exitoso,si,11213206,aparta estudio
Esther Cecilia Nazario,52,emprendedor,viudo,universitaria,si,no,826594,si,si,otro,dic,5,204,342,otro,ninguno,52000112,otro
Mtro. Alicia Ibarra,32,gerente,soltero,ninguno,si,no,287798,si,no,telefono fijo,mar,12,536,424,exitoso,ninguno,21880720,casa
Sr(a). Jorge Carmona,84,obrero,soltero,doctorado,no,no,305578,no,si,telefono fijo,mar,24,605,949,,si,70940283,aparta estudio
Eva Iván Fierro Chacón,58,otro,casado,universitaria,no,no,184516,si,no,celular,nov,18,108,679,exitoso,si,47578401,apartamento
Mtro. Fabiola Guerrero,43,estudiante,viudo,tecnica,si,no,342865,si,si,telefono fijo,oct,10,159,44,exitoso,si,38046823,otro
Abraham Sandra Galarza,30,gerente,casado,secundaria,si,si,869166,si,si,telefono fijo,abr,15,271,933,fracaso,si,43225451,finca
Magdalena Nadia Burgos,31,gerente,divorciado,primaria,si,si,410831,no,si,telefono fijo,mar,25,982,1,exitoso,ninguno,47369568,casa
Lic. Sessa Meléndez,46,obrero,viudo,secundaria,si,no,977778,si,si,otro,abr,22,288,355,otro,ninguno,59749931,finca
Felipe Delia Padilla Saldivar,60,jubilado,casado,tecnica,no,no,949848,no,no,celular,abr,12,255,28,exitoso,si,69121337,aparta estudio
Jaqueline Nava Montez,42,estudiante,soltero,tecnica,si,si,489992,no,si,otro,sep,22,889,600,fracaso,ninguno,85411613,casa
Tomás Amanda Alonzo,77,estudiante,viudo,ninguno,no,si,633530,si,si,celular,nov,13,661,669,otro,si,14579053,aparta estudio
Marisela Jáquez Vergara,77,técnico,casado,ninguno,si,si,555034,si,si,telefono fijo,mar,29,225,368,otro,no,19658311,otro
Paulina Adriana Padilla,39,estudiante,viudo,universitaria,si,no,534620,si,no,otro,dic,10,266,896,fracaso,si,77633022,finca
Soledad Leticia Garrido Valadez,90,admin,casado,primaria,no,si,588704,no,no,celular,may,30,571,494,exitoso,no,25830187,apartamento
Yeni Beatriz Leiva Castro,66,admin,casado,secundaria,no,si,246838,si,si,celular,feb,20,624,59,,ninguno,99754090,casa
Claudia Almaraz Quiñónez,77,técnico,casado,doctorado,no,no,542451,no,si,telefono fijo,jun,9,258,826,inexistente,si,34331441,otro
Amalia León Campos,18,gerente,soltero,primaria,no,no,538766,si,si,otro,jun,20,988,964,exitoso,ninguno,68951709,apartamento
Nicolás Jaqueline Mateo Matos,33,estudiante,divorciado,primaria,no,si,536761,si,no,telefono fijo,ago,22,996,449,inexistente,no,22208071,casa
Mtro. Elvia Barreto,43,desempleado,divorciado,doctorado,no,si,92349,si,si,telefono fijo,dic,30,994,146,fracaso,ninguno,48530469,otro
Alejandro Paulina Hurtado,55,servicios,casado,ninguno,no,no,342772,si,no,telefono fijo,mar,19,951,315,inexistente,si,41149600,apartamento
Ing. Estela Matías,26,gerente,divorciado,tecnologia,no,si,403015,si,no,celular,mar,28,353,828,fracaso,si,94670798,finca
Carlota Carla Toro,67,otro,viudo,universitaria,si,no,242980,si,si,celular,jul,17,301,257,inexistente,no,58796053,casa
Federico Roque,80,desempleado,casado,otro,si,no,537697,si,si,otro,sep,22,217,653,inexistente,ninguno,93659005,apartamento
Ignacio Fidel Mojica,78,jubilado,soltero,maestria,si,si,357110,si,si,otro,oct,22,96,530,inexistente,si,30638192,apartamento
Vanesa Miguel Ángel Zedillo Villa,56,otro,soltero,secundaria,si,si,773488,no,si,otro,abr,28,824,536,fracaso,no,12272068,otro
Ing. Rafaél Carrero,74,gerente,viudo,tecnica,no,si,615090,si,si,celular,ago,6,95,846,otro,ninguno,86494141,otro
Ing. Dalia Aragón,78,independiente,viudo,primaria,no,si,581118,si,no,otro,mar,2,741,229,fracaso,no,34488784,otro
Silvia Tijerina,49,admin,casado,secundaria,si,no,253005,no,si,otro,feb,13,868,128,otro,no,65584530,apartamento
Carla Chávez,19,obrero,viudo,universitaria,no,no,159933,no,no,telefono fijo,sep,8,804,250,,si,15980800,otro
Mariana Piña,74,gerente,casado,tecnologia,si,si,231048,no,si,celular,may,15,268,301,inexistente,ninguno,56903540,otro
Ing. Alberto Padilla,76,gerente,casado,secundaria,no,no,489587,no,si,celular,jun,19,848,898,fracaso,no,96719257,aparta estudio
Lic. Rodolfo Villanueva,70,estudiante,casado,secundaria,si,si,808894,si,no,telefono fijo,jun,13,408,950,exitoso,si,56601452,aparta estudio
Gustavo Valladares Montez,38,desconocido,soltero,universitaria,si,si,319734,si,no,telefono fijo,mar,2,948,863,exitoso,no,96616855,casa
