nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal
Carlos Gregorio Quintero,58,obrero,viudo,maestria,si,si,913329,no,si,telefono fijo,oct,14,596,188,fracaso,ninguno
Elisa Cristian Ureña Barragán,26,,divorciado,primaria,si,no,650320,no,si,celular,jun,25,809,498,exitoso,si
Sofía Rojas,77,admin,casado,secundaria,si,no,713744,no,si,celular,ene,30,44,549,,no
Estela Barrientos Briones,250,desempleado,viudo,secundaria,si,no,365514,no,si,telefono fijo,mar,16,515,553,inexistente,no
Omar Iván Paz Valdés,500,gerente,viudo,tecnologia,si,si,877789,si,si,otro,may,25,318,295,otro,si
Zacarías Ochoa,85,admin,casado,posgrado,si,no,937391,no,no,telefono fijo,abr,29,181,891,otro,si
Abril Felix Véliz,250,otro,divorciado,ninguno,no,si,563278,no,no,celular,oct,5,893,693,inexistente,si
Rocío Óliver Bravo,38,desempleado,soltero,,no,si,536029,si,no,otro,oct,14,942,660,,si
Delia Palomo Puente,38,emprendedor,divorciado,,no,si,144593,si,no,celular,nov,26,151,926,inexistente,si
José Villareal Zúñiga,57,gerente,divorciado,doctorado,si,no,105979,si,si,otro,oct,29,887,145,,si
Ing. Helena Solorzano,75,,soltero,posgrado,no,si,510008,si,si,otro,feb,15,803,858,,si
Mtro. Bianca Colón,63,servicios,viudo,otro,si,no,952385,si,si,telefono fijo,abr,2,683,673,,si
Uriel Tijerina Melgar,600,desconocido,casado,ninguno,no,no,640694,si,no,celular,sep,4,354,272,,no
Dr. Laura Peralta,200,admin,divorciado,tecnologia,no,no,301412,si,si,otro,dic,11,148,870,,no
Zacarías Ruby Lara del Río,26,jubilado,viudo,secundaria,si,no,792039,si,no,celular,ago,20,152,647,otro,no
Débora Esther Guajardo,83,obrero,soltero,universitaria,no,no,630571,si,no,otro,ago,28,410,849,inexistente,ninguno
María Eugenia Eugenia Rincón,150,,soltero,,no,no,788002,no,no,otro,jun,29,337,975,fracaso,ninguno
Sr(a). Lilia Bustamante,84,desconocido,soltero,maestria,si,si,292341,si,no,,feb,18,922,829,otro,ninguno
Dr. Marco Antonio Marrero,34,independiente,soltero,ninguno,si,no,396987,no,no,celular,jul,5,837,785,inexistente,si
Mtro. Patricia Saldivar,78,otro,soltero,secundaria,si,si,491048,si,no,,sep,14,471,752,otro,si
Dr. Ricardo Mota,28,técnico,soltero,otro,no,si,766083,si,no,celular,jul,30,32,414,otro,ninguno
Amalia Cervántez Valenzuela,700,emprendedor,divorciado,maestria,no,si,336752,si,si,telefono fijo,abr,20,841,185,otro,ninguno
Cynthia Eva López,69,obrero,casado,posgrado,si,no,683552,no,si,celular,mar,14,102,964,otro,si
Dr. Julio Farías,95,estudiante,casado,maestria,no,no,162411,no,no,otro,jun,23,696,921,inexistente,ninguno
Mtro. Roberto Salcido,19,servicios,casado,primaria,si,si,159840,no,no,,ago,14,514,476,fracaso,ninguno
Sr(a). Martín Mascareñas,150,servicios,casado,tecnica,no,no,161279,no,si,celular,jul,2,282,913,inexistente,no
Isabel Narváez Palomino,500,otro,viudo,secundaria,si,no,672180,no,si,otro,jul,3,541,600,otro,si
Mariano Palomo,51,servicios,divorciado,otro,no,no,645180,no,si,telefono fijo,nov,22,340,233,otro,si
Asunción Guillermo Cantú Santillán,200,obrero,viudo,tecnica,si,no,500019,si,no,celular,jul,6,420,103,exitoso,si
Sr(a). Angélica Puga,41,jubilado,soltero,tecnica,si,si,346961,si,si,celular,ene,15,549,444,,si
Karla Reyna Soliz,50,desempleado,divorciado,primaria,no,si,524556,si,no,,jul,11,58,675,,no
Víctor Jorge Luis Muñoz Campos,50,obrero,casado,posgrado,si,no,649300,si,no,otro,mar,16,568,864,,si
Judith Montaño Padilla,26,jubilado,divorciado,tecnica,si,si,701684,si,no,celular,feb,31,405,773,otro,ninguno
Lic. Perla Juárez,78,técnico,divorciado,ninguno,si,si,823849,si,si,telefono fijo,feb,17,763,194,exitoso,ninguno
Gerardo Cristina Rendón,24,emprendedor,divorciado,doctorado,no,no,899302,si,no,,jul,8,757,379,,si
Isabela Ocampo Tovar,87,independiente,casado,universitaria,si,si,148433,no,no,,nov,5,421,677,otro,ninguno
Armando Urbina Quintana,68,jubilado,viudo,tecnologia,no,si,421921,no,si,otro,jul,10,783,696,exitoso,si
Karina Espinal Sepúlveda,83,desconocido,viudo,maestria,si,si,882706,si,no,,abr,12,213,530,inexistente,no
Flavio Esmeralda Briseño Rosado,35,obrero,soltero,universitaria,no,si,598199,si,si,otro,sep,16,289,920,exitoso,si
Nelly Cuellar,73,emprendedor,soltero,ninguno,no,si,919043,si,no,telefono fijo,ago,7,391,88,inexistente,ninguno
Cecilia Guerra,21,técnico,viudo,universitaria,si,si,387605,no,no,celular,ene,12,48,959,exitoso,no
Elisa Camilo Ulibarri,350,desconocido,casado,,no,si,43550,si,no,otro,dic,28,653,228,fracaso,si
Humberto Leyva,48,servicios,divorciado,otro,si,si,727599,no,no,celular,dic,29,257,132,inexistente,ninguno
Isabela Acuña,79,independiente,divorciado,tecnica,no,no,959349,no,no,otro,nov,6,384,906,exitoso,si
Francisca Baeza Gamboa,63,gerente,viudo,otro,si,si,944743,no,si,otro,oct,19,544,861,,ninguno
Luz Alta  Gracia Anguiano,37,jubilado,divorciado,posgrado,si,no,162449,no,no,otro,oct,2,650,711,inexistente,ninguno
Carmen Miriam Ornelas Montes,75,estudiante,divorciado,otro,si,no,582557,si,si,celular,oct,25,819,89,inexistente,ninguno
Israel Ureña Bétancourt,61,técnico,viudo,primaria,no,si,292754,no,no,telefono fijo,dic,18,306,246,inexistente,no
Aida Conchita Ledesma Meza,100,obrero,soltero,universitaria,si,si,424549,si,si,celular,sep,30,716,339,exitoso,ninguno
Evelio Cotto Campos,64,admin,divorciado,secundaria,si,si,684185,si,no,telefono fijo,may,21,430,883,exitoso,si
Rosario Gutiérrez Sandoval,41,gerente,casado,tecnologia,si,no,737516,si,no,celular,ago,4,797,680,fracaso,ninguno
Karina de Anda,40,servicios,divorciado,universitaria,no,si,658443,si,si,,may,16,347,5,,ninguno
Inés de Anda Otero,27,independiente,soltero,tecnologia,si,no,214038,si,no,otro,jul,25,134,868,otro,no
Camila Asunción Paz Muñoz,350,servicios,soltero,maestria,no,no,338796,no,no,,nov,15,166,496,,no
Lorena Solano,500,estudiante,divorciado,otro,no,no,276381,si,no,,nov,16,650,579,otro,ninguno
Pilar Omar Matías,650,gerente,divorciado,maestria,no,si,927050,si,no,otro,may,27,1,920,fracaso,si
Diego Abril Jimínez,62,,viudo,otro,no,no,235442,no,no,celular,abr,2,62,457,fracaso,ninguno
Indira Prieto Rascón,27,independiente,soltero,primaria,no,no,857986,si,no,,oct,29,350,736,exitoso,ninguno
Amalia Rodarte,65,,casado,tecnica,no,si,42180,si,no,otro,mar,12,882,4,fracaso,ninguno
Amelia Griego,95,servicios,casado,posgrado,si,si,337252,no,no,,ene,19,445,534,otro,no
Vanesa Sevilla,70,técnico,divorciado,tecnologia,si,no,798762,no,si,telefono fijo,oct,27,14,785,otro,no
Ariadna Flavio Palomo Haro,50,obrero,viudo,maestria,no,no,690183,si,no,,jul,29,862,237,exitoso,no
Flavio Collado Montemayor,85,emprendedor,casado,ninguno,no,si,106570,si,si,,dic,24,781,86,inexistente,si
Armando Alejandra Carmona,41,servicios,viudo,maestria,no,no,864667,si,si,telefono fijo,sep,30,389,248,inexistente,ninguno
Mtro. Úrsula Rosado,58,desempleado,soltero,posgrado,no,si,777139,no,si,telefono fijo,ene,23,859,755,exitoso,no
Perla Silvia Centeno,48,gerente,divorciado,otro,si,si,766727,si,si,celular,jun,10,71,44,,si
Humberto María José Urías,77,estudiante,soltero,tecnica,si,no,23498,no,no,otro,feb,23,361,57,exitoso,si
Georgina Galindo,60,otro,soltero,posgrado,no,no,194218,si,no,telefono fijo,mar,1,984,674,exitoso,si
Enrique Chávez,78,desconocido,soltero,otro,no,no,585398,si,si,,sep,25,537,269,fracaso,no
Mtro. Alejandro Ibarra,45,desconocido,soltero,tecnologia,no,no,310299,si,si,telefono fijo,oct,10,140,170,,ninguno
Hugo Vásquez,40,admin,casado,secundaria,si,no,884625,no,no,,abr,23,506,72,,no
Guadalupe Celia Peña Fierro,53,desconocido,viudo,universitaria,si,no,544112,si,si,telefono fijo,feb,15,759,6,,si
Lic. Mónica Serrano,21,otro,casado,ninguno,no,no,492105,no,no,celular,ago,4,548,62,fracaso,no
Fidel Galindo,100,desempleado,viudo,,no,no,673574,si,si,,ene,26,650,649,inexistente,no
Virginia Serrano,75,,casado,tecnica,no,si,191945,no,si,telefono fijo,ago,24,449,28,otro,si
Silvia Montañez de la Rosa,53,desempleado,soltero,tecnologia,si,no,817816,no,si,,feb,31,91,306,exitoso,no
Leticia Castañeda,22,emprendedor,divorciado,secundaria,si,no,865220,no,no,otro,mar,9,319,932,,no
Clara Ramiro Duarte Solís,90,jubilado,divorciado,primaria,no,no,942249,no,no,otro,dic,22,396,683,exitoso,ninguno
Sr(a). Francisco Crespo,75,servicios,divorciado,universitaria,si,si,673683,si,si,,ago,31,76,897,fracaso,no
Alma Pineda,40,servicios,casado,doctorado,si,si,53924,si,no,celular,sep,21,120,980,inexistente,ninguno
Mtro. Lourdes Lemus,90,servicios,viudo,posgrado,si,si,182207,si,no,,ene,3,100,321,exitoso,ninguno
Ruby Arcelia Candelaria Elizondo,64,emprendedor,casado,maestria,si,no,422402,no,no,telefono fijo,feb,25,567,676,,ninguno
Rufino Ramón Acosta,52,,divorciado,tecnologia,si,no,270747,si,no,celular,may,15,697,192,fracaso,si
Evelio Sosa Peralta,35,servicios,casado,secundaria,si,no,874000,no,no,,ago,31,884,142,inexistente,si
Gabriel Solorio Garza,79,técnico,divorciado,ninguno,no,no,59830,si,no,,may,5,855,22,inexistente,si
Rosario Raúl Arriaga Sevilla,90,técnico,casado,tecnologia,si,si,469168,si,si,telefono fijo,dic,5,187,776,inexistente,ninguno
Ing. Mauricio Gaytán,50,técnico,divorciado,tecnica,si,no,234339,no,si,telefono fijo,nov,6,611,337,fracaso,si
Hugo Burgos,59,emprendedor,divorciado,maestria,si,no,595832,no,si,otro,nov,5,408,159,,si
Soledad Paola Arteaga Palomo,300,independiente,viudo,tecnologia,no,no,662853,no,si,telefono fijo,may,20,334,502,exitoso,si
Adriana María José Escobar,83,desconocido,soltero,tecnologia,no,si,913306,si,no,telefono fijo,feb,19,151,224,inexistente,no
Daniela José Salazar,28,jubilado,divorciado,doctorado,si,no,725974,si,no,otro,abr,13,161,218,fracaso,si
Mauro Abril de Anda Núñez,66,independiente,soltero,secundaria,si,no,438219,si,si,celular,nov,2,359,933,,ninguno
Pascual Oswaldo Velasco Paz,59,desconocido,divorciado,universitaria,si,si,617365,no,si,telefono fijo,dic,2,381,353,,si
Sofía Ríos Candelaria,73,gerente,divorciado,secundaria,no,si,495434,no,no,,sep,17,790,899,fracaso,si
Lic. Manuel Yáñez,36,otro,casado,doctorado,no,si,365053,si,no,telefono fijo,may,27,384,947,,ninguno
Ángela Rodarte,27,emprendedor,viudo,doctorado,si,no,595829,si,si,otro,dic,31,297,893,fracaso,si
Conchita Alva Cruz,32,desempleado,casado,otro,si,si,735698,no,si,,nov,1,259,913,otro,no
Lic. Alonso Jáquez,71,,divorciado,otro,si,si,442021,si,no,telefono fijo,ene,10,465,366,,ninguno
Abril Noriega,27,desconocido,divorciado,primaria,no,no,779999,no,si,otro,jul,31,138,783,inexistente,si
María Eugenia Eugenio Portillo,79,técnico,viudo,doctorado,no,si,439525,no,si,telefono fijo,jun,18,659,683,otro,ninguno
Benito Escalante,600,,soltero,otro,no,no,912292,si,no,telefono fijo,jun,10,525,476,exitoso,no
Florencia Tafoya Pulido,81,admin,viudo,primaria,no,no,72086,no,si,otro,jun,8,705,796,,ninguno
Celia Leyva Sanabria,21,independiente,soltero,tecnologia,no,no,940245,no,si,otro,jun,13,104,586,inexistente,si
Ana María Elvira Serrato,28,gerente,viudo,primaria,no,si,127643,no,no,telefono fijo,nov,7,366,886,fracaso,no
Eric Carrasco,100,obrero,soltero,secundaria,no,si,488874,no,no,telefono fijo,ene,26,440,86,fracaso,si
Elisa María José Ávalos Barrientos,73,emprendedor,soltero,primaria,si,no,946607,si,si,celular,ago,29,820,372,fracaso,ninguno
Mtro. Débora Collazo,59,servicios,soltero,primaria,no,si,445660,si,no,celular,ago,16,776,593,exitoso,no
Ricardo Tania Beltrán,29,desempleado,viudo,tecnologia,si,si,840069,si,no,otro,ago,4,930,167,exitoso,si
Micaela Carlota Irizarry Olivárez,55,obrero,casado,ninguno,no,no,395816,no,si,,jul,20,878,37,,si
Sara Ureña,550,estudiante,viudo,universitaria,no,no,350407,no,no,,ago,21,311,203,exitoso,ninguno
Sr(a). Silvano Zelaya,60,otro,viudo,tecnica,si,si,397554,si,no,,ene,17,805,128,otro,ninguno
Ruby Treviño,72,servicios,viudo,ninguno,no,no,635283,si,no,telefono fijo,feb,5,921,324,fracaso,si
Carla Girón Valverde,79,gerente,divorciado,posgrado,si,si,783692,si,no,telefono fijo,ene,30,653,845,exitoso,ninguno
Dr. Virginia Crespo,28,emprendedor,divorciado,posgrado,no,no,614905,no,no,,ago,3,427,363,,si
Sr(a). César Abrego,28,admin,viudo,otro,si,si,732589,si,si,otro,abr,2,283,526,inexistente,si
Sr(a). Sofía Villalpando,83,admin,casado,,si,si,696227,no,no,telefono fijo,dic,4,576,154,inexistente,no
María Elena Lebrón,500,desconocido,casado,primaria,si,si,478541,si,si,telefono fijo,mar,3,652,800,otro,no
Mtro. José Manuél Aranda,33,técnico,divorciado,secundaria,no,no,207689,no,no,otro,oct,15,286,331,otro,si
Marcela Carrasco Terrazas,68,gerente,casado,universitaria,no,si,430899,no,no,celular,feb,26,784,510,inexistente,ninguno
Teresa Mejía,650,admin,soltero,universitaria,no,no,572846,si,si,,may,6,183,384,exitoso,ninguno
Bernardo Javier Muñoz,48,desempleado,casado,otro,si,no,963212,no,si,celular,feb,28,891,28,fracaso,no
Rosario Ojeda Sierra,73,otro,casado,universitaria,si,si,752668,no,no,telefono fijo,may,30,594,817,fracaso,si
Guillermina Lorenzo Briseño Prado,36,desempleado,viudo,otro,no,si,912925,no,si,telefono fijo,mar,7,854,409,inexistente,si
Sr(a). Luis Ramírez,27,emprendedor,soltero,maestria,no,no,934637,si,si,telefono fijo,sep,23,894,379,fracaso,si
Dulce María Noelia Aguayo,200,admin,soltero,,no,no,410898,no,si,otro,jul,13,292,885,exitoso,si
Emilia Acosta,74,obrero,casado,primaria,si,no,561822,no,si,otro,oct,20,774,479,exitoso,si
Pilar Araceli Rubio Gaytán,40,obrero,soltero,tecnologia,si,no,327032,no,si,otro,mar,5,398,236,inexistente,ninguno
Lucas Alonso Delgadillo,83,desconocido,soltero,otro,si,no,424369,si,no,,ene,9,625,239,,ninguno
Evelio Nava Alcala,53,técnico,viudo,posgrado,si,no,19333,no,si,otro,sep,29,530,509,,no
Humberto Nancy Aguayo,600,gerente,viudo,tecnica,no,si,781803,si,no,,feb,11,81,931,otro,no
Julia Eloisa Madera,73,desconocido,divorciado,posgrado,si,no,749433,no,no,otro,nov,31,693,955,inexistente,ninguno
Anabel Escalante Barraza,18,admin,soltero,ninguno,no,si,98250,si,no,celular,mar,9,936,763,fracaso,ninguno
Alicia Eva Arroyo,27,técnico,viudo,tecnica,si,no,449046,no,si,otro,mar,28,42,3,,no
Socorro Pacheco,36,jubilado,divorciado,tecnica,si,si,933212,no,no,,nov,13,657,342,exitoso,no
Bernardo Palomo,38,gerente,soltero,maestria,si,no,359155,no,si,celular,jul,2,789,425,,si
Aida María Eugenia Estrada,87,jubilado,casado,tecnica,no,si,415177,si,no,telefono fijo,abr,2,760,916,otro,ninguno
Reina Israel Guevara,57,,casado,posgrado,no,no,949880,si,no,otro,dic,22,100,544,exitoso,no
Delia René Brito,36,gerente,viudo,secundaria,no,si,562891,si,no,otro,dic,8,803,696,exitoso,si
Dr. Martha Solorzano,150,,divorciado,tecnologia,si,si,389877,no,no,,may,24,682,827,inexistente,no
Alejandra Sánchez,51,admin,casado,ninguno,no,no,860342,no,si,celular,feb,1,1000,573,fracaso,ninguno
Alma Sevilla,23,otro,viudo,maestria,no,si,94110,no,si,celular,oct,8,383,449,,no
Ernesto Abreu Espinoza,200,obrero,divorciado,tecnologia,si,si,613307,no,no,,abr,14,978,107,fracaso,si
Gabriela Santana,350,otro,soltero,maestria,si,si,937068,si,no,otro,ene,14,277,126,inexistente,si
Andrea Rivero Mena,19,servicios,casado,ninguno,si,si,949061,si,no,otro,dic,16,683,498,inexistente,ninguno
Reynaldo Miguel de la Crúz,250,desconocido,divorciado,doctorado,no,si,12186,no,si,telefono fijo,feb,29,871,848,,ninguno
Luis Verónica Villareal Longoria,64,jubilado,soltero,otro,no,si,170738,si,si,telefono fijo,may,29,565,12,,no
Rebeca Hidalgo,350,estudiante,casado,,si,si,812749,si,si,,dic,25,787,93,inexistente,ninguno
Aurelio Almanza Lerma,33,jubilado,soltero,tecnologia,si,si,240216,no,no,celular,feb,20,318,701,otro,no
Lorena Naranjo Pedraza,30,gerente,viudo,tecnologia,no,si,485391,no,si,,jul,14,43,330,,no
José Luis Mata,33,jubilado,casado,otro,si,si,228624,no,si,otro,feb,6,922,36,fracaso,ninguno
Mariano Muñoz,84,gerente,viudo,doctorado,si,si,594269,si,no,telefono fijo,nov,10,938,956,exitoso,ninguno
Mtro. Angélica Vargas,73,admin,viudo,posgrado,si,si,870566,si,si,otro,jun,23,754,658,fracaso,ninguno
Soledad Reina Parra,73,otro,casado,ninguno,no,no,186524,no,no,otro,jul,1,374,729,inexistente,no
Mtro. Rufino Aragón,77,desconocido,casado,secundaria,si,no,979117,no,si,otro,mar,15,917,476,otro,ninguno
Ing. Modesto Espino,43,servicios,casado,tecnica,si,no,165608,si,si,,jul,8,545,865,,si
Elvira Óliver Briseño,70,obrero,casado,otro,no,no,504130,no,si,,ago,13,855,541,inexistente,no
Conchita Galindo Montez,19,desconocido,viudo,tecnologia,si,si,297999,si,no,telefono fijo,oct,18,532,972,otro,ninguno
Ing. Alfredo Menchaca,84,emprendedor,viudo,tecnica,no,no,280966,no,no,celular,jul,9,527,514,fracaso,no
Marcos Esperanza Navarro,59,servicios,viudo,secundaria,no,no,159584,no,no,telefono fijo,oct,22,568,533,inexistente,no
Eugenia Rojo,40,estudiante,viudo,secundaria,si,si,523087,no,no,telefono fijo,oct,21,657,346,inexistente,si
Abigail Luna Ordóñez,350,independiente,soltero,primaria,no,no,250549,si,no,celular,sep,1,978,637,otro,si
Leticia Marrero Marín,22,desempleado,soltero,,si,si,52626,no,si,,ene,22,437,612,,ninguno
Maximiliano Alma Escalante Abreu,43,servicios,divorciado,ninguno,no,no,59970,si,si,celular,oct,30,848,184,,si
Daniel Laura Rivera,650,técnico,soltero,ninguno,no,no,816258,si,no,,mar,16,51,466,otro,ninguno
Elvia Bañuelos Guzmán,87,,soltero,maestria,no,no,560635,si,no,otro,jun,26,13,355,exitoso,ninguno
Lilia Coronado,41,desconocido,viudo,maestria,no,si,568658,si,no,otro,feb,10,795,141,,no
Ing. Francisco Javier Vallejo,47,gerente,soltero,,si,si,958774,si,si,celular,ago,13,222,467,otro,ninguno
Óscar Zeferino Zarate Treviño,57,gerente,soltero,doctorado,no,si,146128,no,no,telefono fijo,sep,15,225,264,fracaso,si
Benjamín Cuellar,500,desconocido,soltero,universitaria,si,si,106308,si,si,otro,ago,28,810,538,otro,no
Genaro Cortés,68,estudiante,casado,tecnica,no,no,235328,no,si,celular,ene,20,324,863,otro,ninguno
Mtro. Iván Tovar,43,jubilado,casado,universitaria,no,no,983972,no,no,telefono fijo,oct,22,635,911,,ninguno
Araceli Caldera,57,estudiante,soltero,maestria,no,si,291176,no,si,otro,oct,21,276,455,exitoso,no
Carmen Abrego,29,estudiante,casado,primaria,no,no,364809,no,si,,ago,13,90,468,inexistente,si
Yolanda Rosario Ocasio Collazo,19,estudiante,viudo,primaria,si,no,408010,no,no,,ene,27,393,851,fracaso,no
Ing. Gabino Valadez,62,admin,casado,secundaria,si,no,245231,no,no,otro,sep,26,332,444,,si
Liliana Alma Madera,37,estudiante,casado,tecnologia,si,no,714572,no,no,telefono fijo,jun,10,269,565,otro,ninguno
Mtro. Zacarías Tejada,27,admin,viudo,tecnologia,no,no,401626,si,si,otro,mar,24,937,720,inexistente,si
Paola Villagómez,30,jubilado,casado,primaria,si,no,86184,no,no,,ene,26,876,338,fracaso,si
Caridad Verdugo Ávila,37,gerente,viudo,maestria,si,si,832184,no,no,telefono fijo,ene,14,618,653,otro,no
René Silvia Bernal Bernal,44,servicios,soltero,doctorado,si,no,200857,si,no,telefono fijo,jun,3,136,844,exitoso,si
Tania Escobedo Espino,39,técnico,casado,,no,no,360456,si,no,telefono fijo,sep,16,493,683,fracaso,si
Abraham Cisneros Urbina,65,independiente,divorciado,tecnica,no,no,32241,si,si,,ago,24,713,749,,si
Aldonza Bétancourt Gómez,83,admin,divorciado,doctorado,si,no,198326,no,si,celular,may,20,8,743,fracaso,si
Reynaldo Colón Roque,21,emprendedor,divorciado,secundaria,si,si,462354,no,si,celular,sep,30,65,240,fracaso,no
Óscar Isaac Cadena Negrón,42,emprendedor,viudo,posgrado,no,si,254274,si,no,,oct,10,190,373,fracaso,si
Jorge Luis Gustavo de la Fuente Porras,18,emprendedor,divorciado,tecnica,si,no,782508,si,si,celular,ago,19,200,334,inexistente,ninguno
Nicolás Alarcón,650,emprendedor,casado,universitaria,no,si,435852,si,si,telefono fijo,jun,15,828,750,fracaso,si
Ruby Murillo Bahena,47,técnico,divorciado,universitaria,si,no,829285,si,si,telefono fijo,jul,24,423,112,fracaso,ninguno
Zeferino Estela Benavídez,700,estudiante,divorciado,,si,no,382067,no,no,otro,ene,10,350,853,exitoso,si
Raquel Gamez,23,desempleado,divorciado,,si,no,525844,no,si,otro,abr,11,335,478,inexistente,si
Adriana Susana Zapata Quintana,56,jubilado,divorciado,maestria,si,si,518142,si,no,,nov,8,849,532,exitoso,no
Sr(a). Evelio Zamudio,26,desconocido,casado,doctorado,si,si,931062,no,no,telefono fijo,ene,16,917,421,fracaso,ninguno
Juan Israel Brito Ortiz,66,,divorciado,posgrado,si,no,478625,si,no,,ago,19,125,742,fracaso,no
José María Olivera,73,técnico,viudo,tecnica,si,no,103400,no,si,telefono fijo,abr,15,426,529,otro,no
Mtro. Helena Amador,31,servicios,viudo,universitaria,no,no,363714,no,no,telefono fijo,nov,21,189,616,inexistente,ninguno
Sr(a). Alfredo Sarabia,71,emprendedor,divorciado,maestria,no,no,778113,no,si,celular,ago,19,50,844,,no
Claudio Leonardo Malave,60,emprendedor,divorciado,tecnica,no,no,868349,no,no,telefono fijo,oct,15,237,235,,ninguno
